input,output
PM2.5=181 humidity=47 wind=2.9 AQI=244,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=82 humidity=82 wind=2.0 AQI=137,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=180 humidity=38 wind=0.8 AQI=249,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=250 humidity=59 wind=4.8 AQI=330,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=12 humidity=28 wind=4.1 AQI=9,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=197 humidity=75 wind=3.9 AQI=274,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=287 humidity=35 wind=2.2 AQI=379,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=298 humidity=29 wind=1.6 AQI=393,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=50 humidity=62 wind=4.2 AQI=75,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=96 humidity=46 wind=2.9 AQI=133,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=206 humidity=85 wind=3.8 AQI=291,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=99 humidity=86 wind=4.2 AQI=150,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=25 humidity=33 wind=7.2 AQI=13,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=233 humidity=83 wind=6.9 AQI=309,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=281 humidity=49 wind=3.3 AQI=373,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=257 humidity=29 wind=5.7 AQI=320,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=160 humidity=88 wind=1.3 AQI=245,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=273 humidity=52 wind=4.3 AQI=359,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=246 humidity=56 wind=6.4 AQI=315,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=217 humidity=43 wind=5.7 AQI=275,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=281 humidity=52 wind=5.8 AQI=362,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=126 humidity=85 wind=0.9 AQI=201,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=74 humidity=92 wind=2.6 AQI=129,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=235 humidity=30 wind=2.2 AQI=309,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=42 humidity=79 wind=2.9 AQI=79,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=71 humidity=31 wind=5.7 AQI=79,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=200 humidity=35 wind=6.7 AQI=244,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=235 humidity=76 wind=2.9 AQI=329,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=16 humidity=63 wind=1.3 AQI=45,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=144 humidity=36 wind=1.0 AQI=200,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=185 humidity=46 wind=4.5 AQI=241,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=104 humidity=80 wind=6.7 AQI=141,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=111 humidity=26 wind=7.3 AQI=120,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=15 humidity=50 wind=4.9 AQI=20,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=119 humidity=25 wind=4.8 AQI=143,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=173 humidity=32 wind=5.9 AQI=211,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=65 humidity=74 wind=2.6 AQI=108,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=76 humidity=39 wind=0.6 AQI=115,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=124 humidity=35 wind=7.3 AQI=142,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=106 humidity=50 wind=5.1 AQI=137,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=106 humidity=74 wind=0.6 AQI=171,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=26 humidity=75 wind=5.6 AQI=43,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=194 humidity=24 wind=1.4 AQI=257,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=216 humidity=35 wind=3.3 AQI=281,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=188 humidity=66 wind=7.3 AQI=240,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=271 humidity=25 wind=6.4 AQI=332,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=219 humidity=37 wind=3.9 AQI=283,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=242 humidity=60 wind=4.9 AQI=320,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=105 humidity=28 wind=1.6 AQI=142,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=282 humidity=40 wind=3.2 AQI=370,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=163 humidity=22 wind=1.3 AQI=216,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=239 humidity=32 wind=3.3 AQI=310,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=95 humidity=90 wind=1.1 AQI=163,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=293 humidity=62 wind=6.5 AQI=379,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=238 humidity=60 wind=2.8 AQI=325,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=207 humidity=21 wind=3.0 AQI=264,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=175 humidity=76 wind=4.1 AQI=245,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=288 humidity=85 wind=5.3 AQI=390,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=31 humidity=32 wind=5.0 AQI=31,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=211 humidity=48 wind=6.4 AQI=266,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=106 humidity=32 wind=3.0 AQI=138,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=187 humidity=35 wind=1.8 AQI=251,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=48 humidity=70 wind=4.2 AQI=76,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=146 humidity=41 wind=3.7 AQI=191,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=94 humidity=71 wind=6.5 AQI=125,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=239 humidity=50 wind=2.0 AQI=325,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=247 humidity=76 wind=2.6 AQI=346,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=246 humidity=37 wind=5.7 AQI=309,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=210 humidity=21 wind=4.7 AQI=260,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=71 humidity=86 wind=6.2 AQI=104,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=151 humidity=70 wind=2.9 AQI=216,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=179 humidity=36 wind=4.2 AQI=229,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=298 humidity=34 wind=4.3 AQI=382,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=140 humidity=43 wind=5.3 AQI=177,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=261 humidity=83 wind=3.9 AQI=361,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=217 humidity=60 wind=0.5 AQI=309,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=145 humidity=27 wind=7.3 AQI=165,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=124 humidity=42 wind=4.4 AQI=160,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=264 humidity=34 wind=4.3 AQI=338,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=15 humidity=58 wind=5.6 AQI=20,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=179 humidity=58 wind=6.7 AQI=228,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=265 humidity=82 wind=2.6 AQI=372,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=272 humidity=38 wind=3.0 AQI=357,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=227 humidity=57 wind=2.8 AQI=309,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=20 humidity=75 wind=5.2 AQI=37,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=13 humidity=77 wind=5.7 AQI=26,Air quality is affected because pollution is low and wind helps disperse pollutants.
